Group_ID,Group,COWMasterCountry,Continent,Latitude,Longitude,Country,Fatalities,Territories
82,Armed_Islamic_Group,Algeria,Africa,36.75,3.05,Algeria,401,0
9904,Salafist_Group_for_Call_and_Combat,Algeria,Africa,36.75,3.05,Algeria,8,0
185,Front_for_the_Liberation_of_the_Cabinda_Enclave,Angola,Africa,-8.833,13.217,Angola,6,0
9973,UNITA,Angola,Africa,-8.833,13.217,Angola,270,1
304,Movement_for_Democracy_and_Justice_in_Chad,Chad,Africa,12.1,15.033,Chad,1,1
9846,Popular_Self-Defense_Forces,Congo,Africa,-4.317,15.3,Congo,0,1
20017,Battalion_of_the_Martyr_Abdullah_Azzam,Egypt,Africa,30.05,31.25,Egypt,3,0
158,Egyptian_Islamic_Jihad,Egypt,Africa,30.05,31.25,Egypt,1,0
30030,Islamic_Glory_Brigades_in_the_Land_of_the_Nile,Egypt,Africa,30.05,31.25,Egypt,4,0
30039,Tawhid_Islamic_Brigades,Egypt,Africa,30.05,31.25,Egypt,34,0
19,al-Gama'a_al-Islamiyya,Egypt,Africa,30.05,31.25,Egypt,4,0
20026,Eritrean_Islamic_Jihad_Movement,Eritrea,Africa,15.333,38.933,Eritrea,2,0
9812,Oromo_Liberation_Front,Ethiopia,Africa,9.033,38.7,Ethiopia,15,0
202,Harakat_al-Shuhada'a_al-Islamiyah,Libya,Africa,32.883,13.167,Libya,4,0
30037,Salafia_Jihadia,Morocco,Africa,34.017,-6.817,Morocco,1,0
210,Hisba,Nigeria,Africa,9.083,7.533,Nigeria,0,1
20031,Iduwini_Youths,Nigeria,Africa,9.083,7.533,Nigeria,0,0
30036,Odua_Peoples'_Congress,Nigeria,Africa,9.083,7.533,Nigeria,0,0
81,Armed_Forces_Revolutionary_Council,SierraLeone,Africa,8.483,-13.233,Sierra_Leone,0,1
9896,Revolutionary_United_Front,SierraLeone,Africa,8.483,-13.233,Sierra_Leone,0,1
312,Muslims_Against_Global_Oppression,SouthAfrica,Africa,-25.7,28.217,South_Africa,1,0
321,National_Warriors,SouthAfrica,Africa,-25.7,28.217,South_Africa,1,0
9824,People_Against_Gangsterism_And_Drugs,SouthAfrica,Africa,-25.7,28.217,South_Africa,0,0
9935,Sudan_People's_Liberation_Army,Sudan,Africa,15.6,32.533,Sudan,4,1
9971,Ummah_Liberation_Army,Sudan,Africa,15.6,32.533,Sudan,0,0
9951,Tigers,Swaziland,Africa,-26.317,31.133,Swaziland,1,0
278,Lord's_Resistance_Army,Uganda,Africa,0.317,32.55,Uganda,458,1
314,National_Army_for_the_Liberation_of_Uganda,Uganda,Africa,0.317,32.55,Uganda,30,1
211,Hizb-I-Islami,Afghanistan,Asia,34.517,69.183,Afghanistan,10,1
236,Jaish-ul-Muslimin,Afghanistan,Asia,34.517,69.183,Afghanistan,4,0
30003,Jund_al-Sham,Afghanistan,Asia,34.517,69.183,Afghanistan,1,0
311,Mujahideen_Message,Afghanistan,Asia,34.517,69.183,Afghanistan,0,0
9903,Saif-ul-Muslimeen,Afghanistan,Asia,34.517,69.183,Afghanistan,0,0
9940,Taliban,Afghanistan,Asia,34.517,69.183,Afghanistan,338,1
208,Hikmatul_Zihad,Bangladesh,Asia,23.717,90.4,Bangladesh,19,0
10192,Islami_Chhatra_Shibir,Bangladesh,Asia,23.717,90.4,Bangladesh,21,0
233,Islamic_Shashantantra_Andolon,Bangladesh,Asia,23.717,90.4,Bangladesh,3,0
30031,Jagrata_Muslim_Janata_Bangladesh,Bangladesh,Asia,23.717,90.4,Bangladesh,0,0
30014,Jamatul_Mujahedin_Bangladesh,Bangladesh,Asia,23.717,90.4,Bangladesh,23,0
9815,Purbo_Banglar_Communist_Party,Bangladesh,Asia,23.717,90.4,Bangladesh,14,1
154,East_Turkistan_Liberation_Organization,China,Asia,39.917,116.383,China,2,0
9984,Uygur_Holy_War_Organization,China,Asia,39.917,116.383,China,2,0
99,Bagramyan_Battalion,Georgia,Asia,41.683,44.833,Georgia,0,0
10004,Achik_National_Volunteer_Council,India,Asia,28.6,77.2,India,0,1
20003,Adivasi_Cobra_Force,India,Asia,28.6,77.2,India,1,0
38,All_Tripura_Tiger_Force,India,Asia,28.6,77.2,India,59,0
20005,Babbar_Khalsa_International,India,Asia,28.6,77.2,India,1,0
10123,Birsa_Commando_Force,India,Asia,28.6,77.2,India,0,0
20004,Bodo_Liberation_Tigers,India,Asia,28.6,77.2,India,1,0
110,Borok_National_Council_of_Tripura,India,Asia,28.6,77.2,India,2,0
10022,Communist_Party_of_India-Maoist,India,Asia,28.6,77.2,India,117,1
209,Hindu_Sena_Rashtriya_Sangh_Party,India,Asia,28.6,77.2,India,19,0
20035,Islamic_Defense_Force,India,Asia,28.6,77.2,India,0,0
239,Janashakti,India,Asia,28.6,77.2,India,0,0
30005,Jihad_Committee,India,Asia,28.6,77.2,India,0,0
30033,Kanglei_Yawol_Kanna_Lup,India,Asia,28.6,77.2,India,0,0
30034,Kangleipak_Communist_Party,India,Asia,28.6,77.2,India,0,0
20038,Kuki_Liberation_Army,India,Asia,28.6,77.2,India,0,0
